Date,Country,Total,Title_8,Title_42,Country,Total,Title_8,Title_42,Country,Total,Title_8,Title_42,Country,Total,Title_8,Title_42
2009-08,Mexico,"19,588","19,588",0,Guatemala,697,697,0,Honduras,100,100,0,El Salvador,258,258,0
2009-09,Mexico,"13,842","13,842",0,Guatemala,727,727,0,Honduras,129,129,0,El Salvador,239,239,0
2009-10,Mexico,"21,964","21,964",0,Guatemala,603,603,0,Honduras,132,132,0,El Salvador,228,228,0
2009-11,Mexico,"15,826","15,826",0,Guatemala,503,503,0,Honduras,121,121,0,El Salvador,246,246,0
2009-12,Mexico,"9,989","9,989",0,Guatemala,440,440,0,Honduras,94,94,0,El Salvador,204,204,0
2010-01,Mexico,"15,282","15,282",0,Guatemala,364,364,0,Honduras,90,90,0,El Salvador,148,148,0
2010-02,Mexico,"20,288","20,288",0,Guatemala,359,359,0,Honduras,163,163,0,El Salvador,187,187,0
2010-03,Mexico,"30,083","30,083",0,Guatemala,559,559,0,Honduras,146,146,0,El Salvador,246,246,0
2010-04,Mexico,"27,091","27,091",0,Guatemala,760,760,0,Honduras,167,167,0,El Salvador,245,245,0
2010-05,Mexico,"20,611","20,611",0,Guatemala,"1,094","1,094",0,Honduras,193,193,0,El Salvador,384,384,0
2010-06,Mexico,"11,164","11,164",0,Guatemala,"1,158","1,158",0,Honduras,158,158,0,El Salvador,392,392,0
2010-07,Mexico,"8,527","8,527",0,Guatemala,"1,065","1,065",0,Honduras,122,122,0,El Salvador,372,372,0
2010-08,Mexico,"7,896","7,896",0,Guatemala,887,887,0,Honduras,80,80,0,El Salvador,223,223,0
2010-09,Mexico,"7,200","7,200",0,Guatemala,838,838,0,Honduras,128,128,0,El Salvador,240,240,0
2010-10,Mexico,"10,307","10,307",0,Guatemala,568,568,0,Honduras,41,41,0,El Salvador,119,119,0
2010-11,Mexico,"8,188","8,188",0,Guatemala,575,575,0,Honduras,63,63,0,El Salvador,120,120,0
2010-12,Mexico,"6,591","6,591",0,Guatemala,487,487,0,Honduras,39,39,0,El Salvador,119,119,0
2011-01,Mexico,"9,493","9,493",0,Guatemala,452,452,0,Honduras,34,34,0,El Salvador,62,62,0
2011-02,Mexico,"10,882","10,882",0,Guatemala,550,550,0,Honduras,92,92,0,El Salvador,111,111,0
2011-03,Mexico,"15,640","15,640",0,Guatemala,990,990,0,Honduras,79,79,0,El Salvador,182,182,0
2011-04,Mexico,"12,782","12,782",0,Guatemala,610,610,0,Honduras,123,123,0,El Salvador,153,153,0
2011-05,Mexico,"10,998","10,998",0,Guatemala,729,729,0,Honduras,126,126,0,El Salvador,109,109,0
2011-06,Mexico,"8,489","8,489",0,Guatemala,739,739,0,Honduras,117,117,0,El Salvador,137,137,0
2011-07,Mexico,"6,054","6,054",0,Guatemala,577,577,0,Honduras,129,129,0,El Salvador,74,74,0
2011-08,Mexico,"6,364","6,364",0,Guatemala,565,565,0,Honduras,125,125,0,El Salvador,131,131,0
2011-09,Mexico,"6,186","6,186",0,Guatemala,514,514,0,Honduras,111,111,0,El Salvador,109,109,0
2011-10,Mexico,"8,309","8,309",0,Guatemala,625,625,0,Honduras,140,140,0,El Salvador,130,130,0
2011-11,Mexico,"7,323","7,323",0,Guatemala,680,680,0,Honduras,131,131,0,El Salvador,90,90,0
2011-12,Mexico,"5,920","5,920",0,Guatemala,831,831,0,Honduras,119,119,0,El Salvador,113,113,0
2012-01,Mexico,"9,094","9,094",0,Guatemala,780,780,0,Honduras,132,132,0,El Salvador,85,85,0
2012-02,Mexico,"11,079","11,079",0,Guatemala,"1,226","1,226",0,Honduras,174,174,0,El Salvador,176,176,0
2012-03,Mexico,"14,573","14,573",0,Guatemala,"1,305","1,305",0,Honduras,236,236,0,El Salvador,194,194,0
2012-04,Mexico,"12,146","12,146",0,Guatemala,"1,231","1,231",0,Honduras,309,309,0,El Salvador,215,215,0
2012-05,Mexico,"8,978","8,978",0,Guatemala,"1,699","1,699",0,Honduras,280,280,0,El Salvador,174,174,0
2012-06,Mexico,"6,740","6,740",0,Guatemala,"1,285","1,285",0,Honduras,263,263,0,El Salvador,224,224,0
2012-07,Mexico,"5,664","5,664",0,Guatemala,820,820,0,Honduras,194,194,0,El Salvador,67,67,0
2012-08,Mexico,"5,992","5,992",0,Guatemala,708,708,0,Honduras,196,196,0,El Salvador,111,111,0
2012-09,Mexico,"6,485","6,485",0,Guatemala,658,658,0,Honduras,241,241,0,El Salvador,124,124,0
2012-10,Mexico,"7,752","7,752",0,Guatemala,"1,005","1,005",0,Honduras,251,251,0,El Salvador,95,95,0
2012-11,Mexico,"7,550","7,550",0,Guatemala,"1,153","1,153",0,Honduras,221,221,0,El Salvador,126,126,0
2012-12,Mexico,"6,514","6,514",0,Guatemala,"1,522","1,522",0,Honduras,204,204,0,El Salvador,95,95,0
2013-01,Mexico,"8,424","8,424",0,Guatemala,"1,112","1,112",0,Honduras,128,128,0,El Salvador,80,80,0
2013-02,Mexico,"9,911","9,911",0,Guatemala,"1,387","1,387",0,Honduras,276,276,0,El Salvador,148,148,0
2013-03,Mexico,"12,570","12,570",0,Guatemala,"1,686","1,686",0,Honduras,401,401,0,El Salvador,187,187,0
2013-04,Mexico,"11,829","11,829",0,Guatemala,"1,659","1,659",0,Honduras,263,263,0,El Salvador,159,159,0
2013-05,Mexico,"10,250","10,250",0,Guatemala,"1,221","1,221",0,Honduras,282,282,0,El Salvador,202,202,0
2013-06,Mexico,"7,808","7,808",0,Guatemala,"1,068","1,068",0,Honduras,197,197,0,El Salvador,125,125,0
2013-07,Mexico,"5,876","5,876",0,Guatemala,700,700,0,Honduras,203,203,0,El Salvador,99,99,0
2013-08,Mexico,"6,143","6,143",0,Guatemala,711,711,0,Honduras,227,227,0,El Salvador,89,89,0
2013-09,Mexico,"6,465","6,465",0,Guatemala,674,674,0,Honduras,191,191,0,El Salvador,69,69,0
2013-10,Mexico,"8,144","8,144",0,Guatemala,"1,264","1,264",0,Honduras,160,160,0,El Salvador,83,83,0
2013-11,Mexico,"6,755","6,755",0,Guatemala,"1,178","1,178",0,Honduras,168,168,0,El Salvador,93,93,0
2013-12,Mexico,"5,687","5,687",0,Guatemala,"1,517","1,517",0,Honduras,166,166,0,El Salvador,90,90,0
2014-01,Mexico,"5,523","5,523",0,Guatemala,980,980,0,Honduras,111,111,0,El Salvador,60,60,0
2014-02,Mexico,"6,068","6,068",0,Guatemala,"1,006","1,006",0,Honduras,217,217,0,El Salvador,83,83,0
2014-03,Mexico,"7,173","7,173",0,Guatemala,"1,093","1,093",0,Honduras,303,303,0,El Salvador,108,108,0
2014-04,Mexico,"6,686","6,686",0,Guatemala,"1,225","1,225",0,Honduras,267,267,0,El Salvador,89,89,0
2014-05,Mexico,"6,294","6,294",0,Guatemala,"1,400","1,400",0,Honduras,333,333,0,El Salvador,126,126,0
2014-06,Mexico,"4,570","4,570",0,Guatemala,"1,471","1,471",0,Honduras,377,377,0,El Salvador,190,190,0
2014-07,Mexico,"3,537","3,537",0,Guatemala,991,991,0,Honduras,252,252,0,El Salvador,72,72,0
2014-08,Mexico,"4,210","4,210",0,Guatemala,547,547,0,Honduras,158,158,0,El Salvador,80,80,0
2014-09,Mexico,"4,223","4,223",0,Guatemala,486,486,0,Honduras,113,113,0,El Salvador,56,56,0
2014-10,Mexico,"4,490","4,490",0,Guatemala,549,549,0,Honduras,89,89,0,El Salvador,52,52,0
2014-11,Mexico,"4,294","4,294",0,Guatemala,719,719,0,Honduras,85,85,0,El Salvador,63,63,0
2014-12,Mexico,"4,086","4,086",0,Guatemala,"1,160","1,160",0,Honduras,104,104,0,El Salvador,110,110,0
2015-01,Mexico,"3,887","3,887",0,Guatemala,710,710,0,Honduras,73,73,0,El Salvador,90,90,0
2015-02,Mexico,"4,560","4,560",0,Guatemala,739,739,0,Honduras,56,56,0,El Salvador,62,62,0
2015-03,Mexico,"5,089","5,089",0,Guatemala,846,846,0,Honduras,127,127,0,El Salvador,80,80,0
2015-04,Mexico,"4,153","4,153",0,Guatemala,902,902,0,Honduras,124,124,0,El Salvador,140,140,0
2015-05,Mexico,"4,418","4,418",0,Guatemala,"1,146","1,146",0,Honduras,121,121,0,El Salvador,121,121,0
2015-06,Mexico,"3,730","3,730",0,Guatemala,941,941,0,Honduras,126,126,0,El Salvador,111,111,0
2015-07,Mexico,"2,870","2,870",0,Guatemala,734,734,0,Honduras,120,120,0,El Salvador,90,90,0
2015-08,Mexico,"3,575","3,575",0,Guatemala,692,692,0,Honduras,149,149,0,El Salvador,86,86,0
2015-09,Mexico,"3,764","3,764",0,Guatemala,776,776,0,Honduras,133,133,0,El Salvador,114,114,0
2015-10,Mexico,"4,371","4,371",0,Guatemala,"1,011","1,011",0,Honduras,161,161,0,El Salvador,87,87,0
2015-11,Mexico,"4,157","4,157",0,Guatemala,"1,086","1,086",0,Honduras,165,165,0,El Salvador,189,189,0
2015-12,Mexico,"4,001","4,001",0,Guatemala,"1,682","1,682",0,Honduras,178,178,0,El Salvador,186,186,0
2016-01,Mexico,"3,234","3,234",0,Guatemala,880,880,0,Honduras,132,132,0,El Salvador,67,67,0
2016-02,Mexico,"4,130","4,130",0,Guatemala,659,659,0,Honduras,194,194,0,El Salvador,92,92,0
2016-03,Mexico,"4,816","4,816",0,Guatemala,814,814,0,Honduras,216,216,0,El Salvador,127,127,0
2016-04,Mexico,"4,471","4,471",0,Guatemala,841,841,0,Honduras,221,221,0,El Salvador,120,120,0
2016-05,Mexico,"4,703","4,703",0,Guatemala,"1,160","1,160",0,Honduras,393,393,0,El Salvador,175,175,0
2016-06,Mexico,"3,623","3,623",0,Guatemala,"1,131","1,131",0,Honduras,339,339,0,El Salvador,177,177,0
2016-07,Mexico,"2,754","2,754",0,Guatemala,996,996,0,Honduras,316,316,0,El Salvador,157,157,0
2016-08,Mexico,"2,971","2,971",0,Guatemala,847,847,0,Honduras,190,190,0,El Salvador,161,161,0
2016-09,Mexico,"3,263","3,263",0,Guatemala,919,919,0,Honduras,179,179,0,El Salvador,94,94,0
2016-10,Mexico,"4,205","4,205",0,Guatemala,"1,239","1,239",0,Honduras,250,250,0,El Salvador,140,140,0
2016-11,Mexico,"3,906","3,906",0,Guatemala,"1,326","1,326",0,Honduras,345,345,0,El Salvador,223,223,0
2016-12,Mexico,"2,430","2,430",0,Guatemala,"1,280","1,280",0,Honduras,266,266,0,El Salvador,240,240,0
2017-01,Mexico,"2,182","2,182",0,Guatemala,828,828,0,Honduras,182,182,0,El Salvador,109,109,0
2017-02,Mexico,"1,786","1,786",0,Guatemala,470,470,0,Honduras,230,230,0,El Salvador,79,79,0
2017-03,Mexico,"1,566","1,566",0,Guatemala,230,230,0,Honduras,270,270,0,El Salvador,54,54,0
2017-04,Mexico,"1,150","1,150",0,Guatemala,206,206,0,Honduras,82,82,0,El Salvador,27,27,0
2017-05,Mexico,"1,670","1,670",0,Guatemala,311,311,0,Honduras,130,130,0,El Salvador,62,62,0
2017-06,Mexico,"1,814","1,814",0,Guatemala,528,528,0,Honduras,199,199,0,El Salvador,64,64,0
2017-07,Mexico,"1,425","1,425",0,Guatemala,595,595,0,Honduras,99,99,0,El Salvador,30,30,0
2017-08,Mexico,"2,059","2,059",0,Guatemala,711,711,0,Honduras,81,81,0,El Salvador,37,37,0
2017-09,Mexico,"2,136","2,136",0,Guatemala,726,726,0,Honduras,86,86,0,El Salvador,38,38,0
2017-10,Mexico,"2,626","2,626",0,Guatemala,995,995,0,Honduras,120,120,0,El Salvador,67,67,0
2017-11,Mexico,"2,702","2,702",0,Guatemala,"1,469","1,469",0,Honduras,288,288,0,El Salvador,70,70,0
2017-12,Mexico,"2,310","2,310",0,Guatemala,"1,713","1,713",0,Honduras,262,262,0,El Salvador,63,63,0
2018-01,Mexico,"2,530","2,530",0,Guatemala,"1,167","1,167",0,Honduras,171,171,0,El Salvador,33,33,0
2018-02,Mexico,"2,418","2,418",0,Guatemala,"1,124","1,124",0,Honduras,201,201,0,El Salvador,51,51,0
2018-03,Mexico,"3,445","3,445",0,Guatemala,"1,833","1,833",0,Honduras,372,372,0,El Salvador,91,91,0
2018-04,Mexico,"2,901","2,901",0,Guatemala,"1,658","1,658",0,Honduras,280,280,0,El Salvador,90,90,0
2018-05,Mexico,"2,499","2,499",0,Guatemala,"1,697","1,697",0,Honduras,348,348,0,El Salvador,102,102,0
2018-06,Mexico,"2,178","2,178",0,Guatemala,"1,454","1,454",0,Honduras,271,271,0,El Salvador,80,80,0
2018-07,Mexico,"1,690","1,690",0,Guatemala,"1,085","1,085",0,Honduras,231,231,0,El Salvador,75,75,0
2018-08,Mexico,"2,052","2,052",0,Guatemala,"1,173","1,173",0,Honduras,245,245,0,El Salvador,75,75,0
2018-09,Mexico,"2,435","2,435",0,Guatemala,"2,030","2,030",0,Honduras,314,314,0,El Salvador,100,100,0
2018-10,Mexico,"2,824","2,824",0,Guatemala,"2,386","2,386",0,Honduras,345,345,0,El Salvador,94,94,0
2018-11,Mexico,"2,440","2,440",0,Guatemala,"1,955","1,955",0,Honduras,409,409,0,El Salvador,89,89,0
2018-12,Mexico,"1,851","1,851",0,Guatemala,"2,391","2,391",0,Honduras,480,480,0,El Salvador,92,92,0
2019-01,Mexico,"2,104","2,104",0,Guatemala,"1,527","1,527",0,Honduras,296,296,0,El Salvador,48,48,0
2019-02,Mexico,"2,319","2,319",0,Guatemala,"1,934","1,934",0,Honduras,456,456,0,El Salvador,91,91,0
2019-03,Mexico,"3,178","3,178",0,Guatemala,"2,886","2,886",0,Honduras,845,845,0,El Salvador,179,179,0
2019-04,Mexico,"2,666","2,666",0,Guatemala,"2,258","2,258",0,Honduras,679,679,0,El Salvador,141,141,0
2019-05,Mexico,"2,954","2,954",0,Guatemala,"2,585","2,585",0,Honduras,832,832,0,El Salvador,265,265,0
2019-06,Mexico,"2,418","2,418",0,Guatemala,"1,968","1,968",0,Honduras,699,699,0,El Salvador,256,256,0
2019-07,Mexico,"1,897","1,897",0,Guatemala,"1,267","1,267",0,Honduras,597,597,0,El Salvador,122,122,0
2019-08,Mexico,"1,992","1,992",0,Guatemala,"1,244","1,244",0,Honduras,501,501,0,El Salvador,124,124,0
2019-09,Mexico,"2,551","2,551",0,Guatemala,"1,393","1,393",0,Honduras,420,420,0,El Salvador,169,169,0
2019-10,Mexico,"3,077","3,077",0,Guatemala,"2,238","2,238",0,Honduras,513,513,0,El Salvador,179,179,0
2019-11,Mexico,"2,953","2,953",0,Guatemala,"2,507","2,507",0,Honduras,461,461,0,El Salvador,197,197,0
2019-12,Mexico,"2,758","2,758",0,Guatemala,"2,275","2,275",0,Honduras,520,520,0,El Salvador,161,161,0
2020-01,Mexico,"2,910","2,910",0,Guatemala,"1,346","1,346",0,Honduras,299,299,0,El Salvador,97,97,0
2020-02,Mexico,"2,921","2,921",0,Guatemala,"1,432","1,432",0,Honduras,289,289,0,El Salvador,122,122,0
2020-03,Mexico,"3,236","2,298",0,Guatemala,"1,145",820,0,Honduras,257,199,0,El Salvador,85,58,0
2020-04,Mexico,"1,997",134,938,Guatemala,313,21,325,Honduras,150,7,58,El Salvador,46,5,27
2020-05,Mexico,"2,640",160,"1,863",Guatemala,151,3,292,Honduras,173,5,143,El Salvador,30,1,41
2020-06,Mexico,"4,149",451,"2,480",Guatemala,284,22,148,Honduras,196,19,168,El Salvador,37,2,29
2020-07,Mexico,"4,641",625,"3,698",Guatemala,715,65,262,Honduras,140,16,177,El Salvador,67,10,35
2020-08,Mexico,"5,271",802,"4,016",Guatemala,"1,137",119,650,Honduras,180,19,124,El Salvador,93,13,57
2020-09,Mexico,"6,260","1,004","4,469",Guatemala,"1,523",287,"1,018",Honduras,275,41,161,El Salvador,128,21,80
2020-10,Mexico,"8,089",615,"5,256",Guatemala,"2,610",299,"1,236",Honduras,330,30,234,El Salvador,151,19,107
2020-11,Mexico,"8,503",471,"7,474",Guatemala,"2,854",314,"2,311",Honduras,413,47,300,El Salvador,161,9,132
2020-12,Mexico,"6,861",889,"8,032",Guatemala,"3,320",526,"2,540",Honduras,461,53,366,El Salvador,153,13,152
2021-01,Mexico,"6,456",649,"5,972",Guatemala,"3,433",515,"2,794",Honduras,399,62,408,El Salvador,96,13,140
2021-02,Mexico,"8,289",675,"5,807",Guatemala,"5,022","1,002","2,918",Honduras,579,76,337,El Salvador,239,33,83
2021-03,Mexico,"10,786",787,"7,614",Guatemala,"6,653","1,813","4,020",Honduras,842,137,503,El Salvador,273,28,206
2021-04,Mexico,"12,057",910,"9,999",Guatemala,"5,834","1,321","4,840",Honduras,661,119,705,El Salvador,314,62,245
2021-05,Mexico,"12,429",960,"11,147",Guatemala,"5,515","1,364","4,513",Honduras,628,112,542,El Salvador,281,46,252
2021-06,Mexico,"10,930",854,"11,469",Guatemala,"5,316","1,339","4,151",Honduras,611,90,516,El Salvador,257,35,235
2021-07,Mexico,"11,012",800,"10,076",Guatemala,"4,475","1,603","3,977",Honduras,488,114,521,El Salvador,244,40,222
2021-08,Mexico,"10,735",848,"10,212",Guatemala,"4,189","1,800","2,872",Honduras,445,137,374,El Salvador,240,59,204
2021-09,Mexico,"12,695","1,013","9,887",Guatemala,"3,640","1,378","2,389",Honduras,328,81,308,El Salvador,151,43,181
2021-10,Mexico,"13,840","1,060","11,682",Guatemala,"3,431","1,343","2,262",Honduras,257,59,247,El Salvador,181,37,108
2021-11,Mexico,"15,257","1,024","12,780",Guatemala,"3,896","1,403","2,088",Honduras,304,79,198,El Salvador,219,36,144
2021-12,Mexico,"10,556",735,"14,233",Guatemala,"3,784","1,137","2,493",Honduras,261,49,225,El Salvador,184,26,183
2022-01,Mexico,"14,353","1,013","9,821",Guatemala,"2,459",560,"2,647",Honduras,130,25,212,El Salvador,90,15,158
2022-02,Mexico,"15,730","1,193","13,340",Guatemala,"3,957","1,138","1,899",Honduras,222,75,105,El Salvador,210,36,75
2022-03,Mexico,"19,686","2,246","14,537",Guatemala,"4,844","1,331","2,819",Honduras,284,73,147,El Salvador,205,36,174
2022-04,Mexico,"17,667","2,070","17,440",Guatemala,"4,253","1,594","3,513",Honduras,273,103,211,El Salvador,161,60,169
2022-05,Mexico,"17,201","1,915","15,597",Guatemala,"4,610","1,435","2,659",Honduras,305,93,170,El Salvador,244,35,101
2022-06,Mexico,"1,671","1,671","15,286",Guatemala,"1,559","1,559","3,175",Honduras,110,110,212,El Salvador,40,40,209
2022-07,Mexico,"1,451","1,451",0,Guatemala,"1,107","1,107",0,Honduras,100,100,0,El Salvador,23,23,0
